doco;dcto;pf_list;mcu_list
27002096;CA;PF0721, PF0722;MI01,MI33
27002097;CA;PF0722, PF0724, PF0728, PF0756, PF0757, PF0765, PF0766, PF0775, PF0776, PF0777, PF0778;MI01,MI33,MI33,MI33,MI33,MI01,MI33,MI33,MI33,MI33,MI01
27002098;CA;PF0724, PF0728, PF0756, PF0757, PF0765, PF0766, PF0775, PF0776, PF0777, PF0778, PF0779, PF0780, PF0781, PF0782, PF0783, PF0784, PF0785, PF0786, PF0793, PF0794;MI01,MI01,MI33,MI01,MI33,MI01,MI33,MI01,MI33,MI01,MI33,MI01,MI33,MI01,MI33,MI01,MI33,MI01,MI33,MI01
27002099;CA;PF0728, PF0756, PF0757, PF0765, PF0766, PF0775, PF0776;MI01,MI01,MI01,MI33,MI01,MI01,MI01
27002100;CA;PF0756, PF0757, PF0765, PF0766, PF0775, PF0776, PF0777, PF0778, PF0779, PF0780, PF0781;MI01,MI01,MI01,MI33,MI01,MI01,MI01,MI33,MI01,MI01,MI01
27002101;CA;PF0757, PF0765, PF0766, PF0775, PF0776, PF0777, PF0778, PF0779, PF0780, PF0781, PF0782, PF0783, PF0784, PF0785, PF0786, PF0793, PF0794, PF0798, PF0811, PF0817, PF0827, PF0833, PF0850;MI01,MI33,MI33,MI33,MI01,MI33,MI33,MI33,MI33,MI01,MI33,MI33,MI33,MI01,MI33,MI33,MI33,MI33,MI01,MI01,MI33,MI33,MI01
27002102;CA;PF0765, PF0766, PF0775, PF0776, PF0777, PF0778, PF0779, PF0780, PF0781, PF0782, PF0783, PF0784, PF0785, PF0786, PF0793, PF0794, PF0798, PF0811, PF0817, PF0827, PF0833, PF0850, PF0853, PF0854, PF0855, PF0870, PF0873;MI01,MI01,MI01,MI33,MI01,MI01,MI01,MI33,MI01,MI01,MI01,MI33,MI01,MI01,MI01,MI33,MI01,MI01,MI33,MI33,MI01,MI01,MI01,MI33,MI01,MI01,MI01
27002103;CA;PF0766, PF0775, PF0776, PF0777, PF0778, PF0779, PF0780, PF0781, PF0782, PF0783, PF0784, PF0785, PF0786, PF0793, PF0794;MI01,MI01,MI01,MI33,MI01,MI01,MI33,MI01,MI01,MI33,MI01,MI01,MI33,MI01,MI01
27002104;CA;PF0775, PF0776, PF0777, PF0778, PF0779, PF0780, PF0781, PF0782, PF0783, PF0784, PF0785;MI01,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33
27002105;CA;PF0776, PF0777;MI33,MI33
27002106;CA;PF0777, PF0778, PF0779, PF0780, PF0781, PF0782, PF0783, PF0784, PF0785, PF0786, PF0793, PF0794, PF0798, PF0811, PF0817, PF0827, PF0833, PF0850, PF0853, PF0854, PF0855, PF0870;MI01,MI01,MI33,MI01,MI33,MI01,MI01,MI33,MI01,MI33,MI01,MI01,MI33,MI01,MI01,MI01,MI01,MI33,MI01,MI33,MI01,MI01
27002107;CA;PF0778, PF0779, PF0780, PF0781, PF0782, PF0783, PF0784, PF0785, PF0786, PF0793, PF0794;MI01,MI33,MI33,MI01,MI33,MI33,MI33,MI01,MI33,MI33,MI01
27002108;CA;PF0779, PF0780, PF0781, PF0782, PF0783, PF0784;MI01,MI33,MI33,MI33,MI33,MI33
27002109;CA;PF0780, PF0781, PF0782, PF0783, PF0784, PF0785, PF0786, PF0793, PF0794, PF0798, PF0811, PF0817, PF0827, PF0833, PF0850;MI01,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI01,MI33,MI33,MI01
27002110;CA;PF0781, PF0782, PF0783, PF0784, PF0785, PF0786, PF0793, PF0794, PF0798, PF0811, PF0817, PF0827, PF0833, PF0850, PF0853, PF0854, PF0855, PF0870, PF0873;MI01,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI01,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33
27002111;CA;PF0782, PF0783, PF0784, PF0785, PF0786, PF0793, PF0794, PF0798, PF0811, PF0817, PF0827, PF0833, PF0850, PF0853, PF0854, PF0855, PF0870, PF0873, PF0875, PF0876, PF0880, PF0881, PF0882;MI01,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI01,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33
27002112;CA;PF0783, PF0784, PF0785, PF0786, PF0793, PF0794, PF0798, PF0811, PF0817, PF0827, PF0833, PF0850, PF0853, PF0854, PF0855, PF0870, PF0873, PF0875;MI01,MI33,MI01,MI33,MI33,MI01,MI33,MI33,MI33,MI33,MI33,MI01,MI33,MI33,MI01,MI33,MI33,MI01
27002113;CA;PF0784, PF0785, PF0786, PF0793, PF0794, PF0798, PF0811, PF0817, PF0827, PF0833, PF0850, PF0853, PF0854, PF0855, PF0870, PF0873, PF0875, PF0876, PF0880, PF0881, PF0882, PF0883, PF0886, PF0888, PF0889, PF0890, PF0891, PF0892, PF0893;MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI33,MI01,MI01,MI01,MI01,MI01,MI01,MI33,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01
27002114;CA;PF0785, PF0786, PF0793, PF0794, PF0798, PF0811, PF0817, PF0827, PF0833, PF0850, PF0853, PF0854, PF0855, PF0870, PF0873, PF0875, PF0876, PF0880, PF0881, PF0882, PF0883, PF0886, PF0888;MI01,MI01,MI01,MI33,MI01,MI01,MI33,MI33,MI01,MI01,MI01,MI33,MI01,MI01,MI01,MI33,MI01,MI01,MI01,MI33,MI01,MI01,MI01
27002115;CA;PF0786, PF0793, PF0794, PF0798, PF0811, PF0817, PF0827, PF0833, PF0850, PF0853, PF0854, PF0855, PF0870, PF0873, PF0875, PF0876, PF0880;MI01,MI33,MI01,MI33,MI01,MI01,MI01,MI33,MI01,MI33,MI01,MI33,MI01,MI33,MI01,MI33,MI01
27002116;CA;PF0793, PF0794, PF0798, PF0811, PF0817, PF0827, PF0833, PF0850, PF0853;MI01,MI01,MI01,MI33,MI33,MI01,MI33,MI01,MI01
27002117;CA;PF0794, PF0798, PF0811, PF0817, PF0827, PF0833, PF0850, PF0853, PF0854, PF0855, PF0870, PF0873;MI01,MI01,MI33,MI33,MI33,MI01,MI33,MI01,MI33,MI01,MI33,MI01
27002118;CA;PF0798, PF0811, PF0817, PF0827, PF0833, PF0850, PF0853, PF0854, PF0855, PF0870, PF0873, PF0875, PF0876, PF0880, PF0881, PF0882, PF0883, PF0886, PF0888, PF0889, PF0890;MI01,MI33,MI01,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33
27002119;CA;PF0811, PF0817, PF0827, PF0833, PF0850, PF0853, PF0854, PF0855, PF0870, PF0873, PF0875, PF0876, PF0880, PF0881, PF0882, PF0883, PF0886, PF0888, PF0889, PF0890, PF0891, PF0892, PF0893, PF0895, PF0896, PF0902, PF0905, PF0907, PF0916, PF0931;MI01,MI33,MI33,MI01,MI33,MI01,MI33,MI01,MI33,MI01,MI33,MI01,MI33,MI01,MI33,MI01,MI33,MI01,MI33,MI01,MI33,MI01,MI33,MI01,MI33,MI01,MI33,MI01,MI33,MI01
27002120;CA;PF0817, PF0827, PF0833, PF0850, PF0853, PF0854, PF0855, PF0870, PF0873, PF0875, PF0876, PF0880, PF0881, PF0882, PF0883, PF0886, PF0888, PF0889, PF0890, PF0891, PF0892, PF0893, PF0895, PF0896, PF0902, PF0905;MI33,MI33,MI01,MI33,MI33,MI01,MI33,MI01,MI33,MI33,MI01,MI33,MI01,MI33,MI33,MI01,MI33,MI33,MI01,MI33,MI01,MI33,MI33,MI01,MI33,MI01
27002121;CA;PF0827, PF0833, PF0850, PF0853, PF0854, PF0855, PF0870, PF0873, PF0875, PF0876, PF0880, PF0881, PF0882, PF0883, PF0886, PF0888;MI01,MI01,MI33,MI01,MI33,MI01,MI33,MI01,MI01,MI33,MI01,MI33,MI01,MI33,MI01,MI01
27002122;CA;PF0833, PF0850, PF0853, PF0854, PF0855, PF0870, PF0873, PF0875, PF0876;MI01,MI33,MI33,MI33,MI01,MI33,MI33,MI33,MI01
27002123;CA;PF0850, PF0853, PF0854, PF0855, PF0870, PF0873, PF0875, PF0876, PF0880, PF0881, PF0882, PF0883, PF0886, PF0888;MI01,MI01,MI01,MI33,MI01,MI01,MI01,MI33,MI01,MI01,MI33,MI01,MI01,MI01
27002124;CA;PF0853, PF0854, PF0855, PF0870, PF0873, PF0875;MI01,MI01,MI01,MI33,MI01,MI01
27002125;CA;PF0854, PF0855, PF0870, PF0873, PF0875, PF0876, PF0880, PF0881, PF0882, PF0883, PF0886, PF0888, PF0889, PF0890, PF0891, PF0892, PF0893, PF0895, PF0896, PF0902, PF0905, PF0907, PF0916, PF0931, PF0939, PF0948, PF0949, PF0952, PF0953;MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI01,MI01,MI33,MI33
27002126;CA;PF0855, PF0870, PF0873, PF0875, PF0876, PF0880, PF0881, PF0882, PF0883, PF0886, PF0888, PF0889, PF0890, PF0891, PF0892, PF0893, PF0895, PF0896, PF0902, PF0905, PF0907, PF0916, PF0931;MI01,MI33,MI01,MI33,MI33,MI01,MI33,MI33,MI01,MI33,MI33,MI01,MI33,MI33,MI01,MI33,MI33,MI01,MI33,MI33,MI01,MI33,MI01
27002127;CA;PF0870, PF0873, PF0875, PF0876, PF0880, PF0881, PF0882, PF0883, PF0886, PF0888;MI01,MI01,MI33,MI01,MI01,MI33,MI01,MI33,MI01,MI01
27002128;CA;PF0873, PF0875, PF0876, PF0880, PF0881;MI33,MI33,MI33,MI33,MI33
27002129;CA;PF0875, PF0876, PF0880, PF0881, PF0882, PF0883, PF0886, PF0888, PF0889, PF0890;MI01,MI01,MI33,MI01,MI33,MI01,MI33,MI01,MI33,MI01
27002130;CA;PF0876, PF0880, PF0881, PF0882, PF0883, PF0886, PF0888, PF0889, PF0890, PF0891, PF0892, PF0893, PF0895, PF0896, PF0902;MI01,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI01
27002131;CA;PF0880, PF0881, PF0882, PF0883, PF0886, PF0888, PF0889, PF0890, PF0891, PF0892, PF0893, PF0895, PF0896, PF0902, PF0905, PF0907;MI01,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI01
27002132;CA;PF0881, PF0882, PF0883, PF0886, PF0888, PF0889, PF0890, PF0891, PF0892, PF0893, PF0895, PF0896, PF0902, PF0905, PF0907, PF0916, PF0931, PF0939, PF0948, PF0949, PF0952;MI01,MI01,MI01,MI01,MI01,MI33,MI01,MI01,MI01,MI01,MI33,MI01,MI01,MI01,MI01,MI33,MI01,MI01,MI33,MI33,MI01
27002133;CA;PF0882, PF0883, PF0886, PF0888, PF0889, PF0890, PF0891, PF0892, PF0893, PF0895, PF0896, PF0902, PF0905, PF0907, PF0916, PF0931, PF0939, PF0948, PF0949, PF0952, PF0953, PF0954, PF0955, PF0956, PF0957, PF0958, PF0959, PF0960;MI01,MI33,MI33,MI01,MI33,MI33,MI01,MI33,MI33,MI01,MI33,MI33,MI01,MI33,MI33,MI01,MI33,MI01,MI33,MI33,MI33,MI01,MI33,MI33,MI01,MI33,MI33,MI01
27002134;CA;PF0883, PF0886;MI33,MI33
27002135;CA;PF0886, PF0888, PF0889, PF0890, PF0891, PF0892, PF0893, PF0895, PF0896, PF0902, PF0905;MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33
27002136;CA;PF0888, PF0889, PF0890, PF0891, PF0892, PF0893, PF0895, PF0896, PF0902, PF0905, PF0907, PF0916, PF0931, PF0939, PF0948, PF0949, PF0952, PF0953, PF0954, PF0955, PF0956, PF0957, PF0958, PF0959, PF0960, PF0961, PF0962, PF0963, PF0977, PF0982;MI01,MI01,MI33,MI01,MI01,MI33,MI01,MI01,MI33,MI01,MI33,MI01,MI01,MI33,MI33,MI33,MI33,MI01,MI01,MI33,MI01,MI33,MI01,MI01,MI33,MI01,MI01,MI33,MI01,MI01
27002137;CA;PF0889, PF0890, PF0891, PF0892, PF0893, PF0895, PF0896, PF0902, PF0905, PF0907, PF0916, PF0931, PF0939, PF0948, PF0949, PF0952, PF0953, PF0954, PF0955, PF0956, PF0957, PF0958, PF0959, PF0960, PF0961, PF0962, PF0963, PF0977, PF0982;MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI01,MI01,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33
27002138;CA;PF0890, PF0891, PF0892, PF0893, PF0895, PF0896, PF0902, PF0905, PF0907, PF0916, PF0931, PF0939, PF0948, PF0949, PF0952, PF0953, PF0954, PF0955, PF0956, PF0957, PF0958, PF0959, PF0960, PF0961, PF0962, PF0963, PF0977;MI01,MI01,MI33,MI01,MI33,MI01,MI33,MI01,MI01,MI33,MI01,MI33,MI33,MI01,MI01,MI33,MI01,MI01,MI33,MI01,MI33,MI01,MI33,MI01,MI33,MI01,MI01
27002139;CA;PF0891, PF0892, PF0893, PF0895, PF0896, PF0902, PF0905, PF0907, PF0916, PF0931, PF0939, PF0948, PF0949, PF0952, PF0953;MI01,MI33,MI01,MI33,MI33,MI01,MI33,MI33,MI01,MI33,MI33,MI33,MI01,MI33,MI01
27002140;CA;PF0892, PF0893, PF0895, PF0896, PF0902, PF0905, PF0907, PF0916, PF0931, PF0939, PF0948, PF0949, PF0952;MI01,MI33,MI33,MI33,MI01,MI33,MI33,MI33,MI01,MI33,MI01,MI01,MI01
27002141;CA;PF0893, PF0895, PF0896, PF0902, PF0905, PF0907, PF0916, PF0931, PF0939, PF0948, PF0949, PF0952, PF0953, PF0954, PF0955;MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI01,MI01,MI33,MI33,MI33,MI33
27002142;CA;PF0895, PF0896, PF0902, PF0905, PF0907, PF0916, PF0931, PF0939;MI01,MI33,MI01,MI33,MI33,MI01,MI33,MI01
27002143;CA;PF0896, PF0902, PF0905, PF0907, PF0916, PF0931, PF0939;MI01,MI33,MI33,MI01,MI33,MI33,MI01
27002144;CA;PF0902, PF0905, PF0907, PF0916, PF0931;MI01,MI33,MI33,MI33,MI33
27002145;CA;PF0905, PF0907, PF0916, PF0931, PF0939, PF0948, PF0949, PF0952, PF0953, PF0954, PF0955, PF0956, PF0957, PF0958, PF0959, PF0960, PF0961, PF0962, PF0963, PF0977, PF0982, PF0983, PF0984, PF0985, PF0995, PF0996, PF0997;MI01,MI33,MI01,MI33,MI01,MI01,MI33,MI33,MI01,MI33,MI01,MI33,MI01,MI33,MI01,MI33,MI01,MI33,MI01,MI33,MI01,MI33,MI01,MI33,MI01,MI33,MI04
27002146;CA;PF0907, PF0916, PF0931, PF0939, PF0948, PF0949, PF0952, PF0953, PF0954, PF0955, PF0956, PF0957, PF0958, PF0959, PF0960, PF0961, PF0962, PF0963, PF0977, PF0982, PF0983, PF0984, PF0985, PF0995, PF0996, PF0997, PF0999, PF1000, PF1002;MI01,MI33,MI01,MI33,MI33,MI01,MI01,MI33,MI01,MI33,MI33,MI01,MI33,MI01,MI33,MI01,MI33,MI01,MI33,MI33,MI01,MI33,MI01,MI33,MI02,MI33,MI22,MI33,MI04
27002147;CA;PF0916, PF0931, PF0939, PF0948;MI01,MI33,MI33,MI33
27002148;CA;PF0931, PF0939, PF0948, PF0949, PF0952, PF0953, PF0954, PF0955, PF0956, PF0957, PF0958, PF0959, PF0960;MI01,MI01,MI01,MI33,MI33,MI01,MI33,MI01,MI33,MI01,MI33,MI01,MI01
27002149;CA;PF0939, PF0948, PF0949, PF0952, PF0953, PF0954, PF0955, PF0956, PF0957, PF0958, PF0959, PF0960, PF0961, PF0962;MI01,MI01,MI01,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI01
27002150;CA;PF0948, PF0949, PF0952, PF0953, PF0954, PF0955, PF0956, PF0957, PF0958, PF0959, PF0960, PF0961, PF0962;MI33,MI33,MI33,MI01,MI33,MI01,MI33,MI01,MI33,MI01,MI33,MI01,MI01
27002151;CA;PF0949, PF0952, PF0953, PF0954, PF0955, PF0956, PF0957, PF0958, PF0959, PF0960, PF0961, PF0962, PF0963, PF0977, PF0982, PF0983, PF0984, PF0985, PF0995, PF0996, PF0997, PF0999, PF1000, PF1002, PF1003, PF1004;MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI01,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI01,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI22
27002152;CA;PF0952, PF0953, PF0954, PF0955, PF0956, PF0957, PF0958, PF0959, PF0960, PF0961, PF0962, PF0963, PF0977, PF0982, PF0983, PF0984;MI01,MI33,MI01,MI33,MI33,MI01,MI33,MI01,MI33,MI33,MI01,MI33,MI33,MI01,MI33,MI01
27002153;CA;PF0953, PF0954, PF0955, PF0956, PF0957, PF0958, PF0959;MI01,MI33,MI33,MI33,MI33,MI33,MI33
27002154;CA;PF0954, PF0955, PF0956, PF0957, PF0958, PF0959, PF0960, PF0961, PF0962, PF0963, PF0977;MI01,MI01,MI01,MI33,MI01,MI01,MI01,MI33,MI01,MI01,MI01
27002155;CA;PF0955, PF0956, PF0957, PF0958, PF0959, PF0960, PF0961, PF0962, PF0963, PF0977, PF0982, PF0983, PF0984, PF0985, PF0995, PF0996, PF0997, PF0999;MI01,MI01,MI01,MI01,MI33,MI01,MI01,MI01,MI01,MI33,MI01,MI01,MI01,MI33,MI01,MI02,MI04,MI22
27002156;CA;PF0956, PF0957, PF0958, PF0959, PF0960, PF0961, PF0962, PF0963, PF0977, PF0982, PF0983, PF0984, PF0985, PF0995, PF0996, PF0997, PF0999, PF1000, PF1002, PF1003;MI01,MI01,MI01,MI01,MI01,MI01,MI33,MI01,MI01,MI01,MI01,MI01,MI01,MI33,MI02,MI04,MI22,MI40,MI04,MI10
27002157;CA;PF0957, PF0958, PF0959, PF0960, PF0961, PF0962, PF0963, PF0977, PF0982, PF0983, PF0984, PF0985, PF0995, PF0996, PF0997, PF0999, PF1000, PF1002, PF1003, PF1004, PF1005;MI01,MI33,MI33,MI33,MI01,MI33,MI33,MI33,MI01,MI33,MI33,MI33,MI01,MI33,MI33,MI33,MI40,MI33,MI33,MI33,MI40
27002158;CA;PF0958, PF0959, PF0960, PF0961, PF0962, PF0963, PF0977, PF0982, PF0983, PF0984, PF0985, PF0995, PF0996, PF0997, PF0999, PF1000, PF1002, PF1003, PF1004, PF1005, PF1006, PF1007;MI01,MI01,MI33,MI01,MI33,MI01,MI33,MI01,MI33,MI01,MI01,MI33,MI02,MI33,MI22,MI33,MI04,MI33,MI22,MI33,MI02,MI33
27002159;CA;PF0959, PF0960, PF0961;MI33,MI33,MI33
27002160;CA;PF0960, PF0961, PF0962;MI01,MI33,MI01
27002161;CA;PF0961, PF0962, PF0963, PF0977, PF0982, PF0983, PF0984, PF0985, PF0995, PF0996, PF0997, PF0999, PF1000, PF1002, PF1003, PF1004;MI01,MI33,MI33,MI01,MI33,MI33,MI33,MI01,MI33,MI33,MI33,MI22,MI33,MI33,MI33,MI22
27002162;CA;PF0962, PF0963, PF0977, PF0982, PF0983, PF0984, PF0985, PF0995, PF0996, PF0997, PF0999, PF1000, PF1002, PF1003, PF1004;MI01,MI33,MI33,MI33,MI33,MI33,MI33,MI01,MI33,MI33,MI33,MI33,MI33,MI33,MI22
27002163;CA;PF0963, PF0977, PF0982, PF0983, PF0984, PF0985, PF0995, PF0996, PF0997, PF0999, PF1000, PF1002, PF1003, PF1004, PF1005, PF1006, PF1007, PF1008, PF1010, PF1011, PF1012, PF1013, PF1015, PF1016, PF1017;MI01,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI01,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI02
27002164;CA;PF0977, PF0982, PF0983, PF0984, PF0985, PF0995, PF0996, PF0997, PF0999, PF1000, PF1002, PF1003, PF1004, PF1005, PF1006, PF1007, PF1008, PF1010, PF1011, PF1012, PF1013, PF1015, PF1016;MI01,MI33,MI01,MI33,MI33,MI01,MI33,MI33,MI22,MI33,MI33,MI10,MI33,MI33,MI02,MI01,MI33,MI22,MI33,MI33,MI02,MI33,MI40
27002165;CA;PF0982, PF0983, PF0984, PF0985, PF0995, PF0996, PF0997, PF0999, PF1000, PF1002, PF1003, PF1004, PF1005, PF1006, PF1007, PF1008, PF1010, PF1011, PF1012, PF1013, PF1015, PF1016, PF1017, PF1018, PF1019, PF0192, PF0227;MI01,MI01,MI01,MI01,MI01,MI02,MI04,MI22,MI40,MI04,MI10,MI22,MI40,MI33,MI33,MI01,MI22,MI40,MI10,MI02,MI04,MI40,MI02,MI10,MI22,MI33,MI33
27002166;CA;PF0983, PF0984, PF0985, PF0995, PF0996, PF0997, PF0999, PF1000, PF1002, PF1003, PF1004, PF1005, PF1006, PF1007, PF1008, PF1010, PF1011;MI01,MI01,MI01,MI01,MI33,MI04,MI22,MI40,MI33,MI10,MI22,MI40,MI33,MI33,MI01,MI22,MI40
27002167;CA;PF0984, PF0985, PF0995, PF0996, PF0997, PF0999, PF1000, PF1002, PF1003, PF1004, PF1005, PF1006, PF1007, PF1008, PF1010, PF1011;MI01,MI01,MI33,MI02,MI33,MI22,MI33,MI04,MI33,MI22,MI33,MI02,MI01,MI01,MI33,MI40
27002168;CA;PF0985, PF0995, PF0996, PF0997, PF0999, PF1000, PF1002, PF1003, PF1004, PF1005, PF1006;MI01,MI01,MI02,MI04,MI22,MI33,MI04,MI10,MI22,MI40,MI02
27002169;CA;PF0995, PF0996, PF0997, PF0999, PF1000, PF1002, PF1003, PF1004, PF1005, PF1006, PF1007, PF1008;MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI01,MI33
27002170;CA;PF0996, PF0997, PF0999, PF1000, PF1002, PF1003, PF1004, PF1005, PF1006, PF1007, PF1008, PF1010, PF1011, PF1012, PF1013;MI02,MI33,MI22,MI33,MI33,MI10,MI33,MI33,MI02,MI01,MI33,MI22,MI33,MI33,MI02
27002171;CA;PF0997, PF0999, PF1000, PF1002, PF1003, PF1004, PF1005, PF1006, PF1007, PF1008, PF1010, PF1011, PF1012, PF1013, PF1015, PF1016, PF1017, PF1018, PF1019, PF0192, PF0227, PF0245;MI04,MI33,MI40,MI33,MI10,MI33,MI40,MI33,MI33,MI33,MI22,MI33,MI33,MI02,MI33,MI40,MI33,MI10,MI33,MI33,MI01,MI01
27002172;CA;PF0999, PF1000, PF1002, PF1003, PF1004, PF1005, PF1006, PF1007, PF1008, PF1010;MI22,MI33,MI33,MI33,MI33,MI33,MI33,MI01,MI33,MI33
27002173;CA;PF1000, PF1002, PF1003, PF1004, PF1005, PF1006, PF1007, PF1008, PF1010, PF1011, PF1012, PF1013, PF1015, PF1016, PF1017, PF1018, PF1019, PF0192, PF0227, PF0245, PF0288, PF0301;MI33,MI33,MI33,MI33,MI33,MI33,MI01,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI01,MI01,MI33,MI01,MI33
27002174;CA;PF1002, PF1003, PF1004, PF1005, PF1006, PF1007, PF1008, PF1010, PF1011, PF1012;MI04,MI33,MI33,MI40,MI33,MI01,MI01,MI33,MI33,MI10
27002175;CA;PF1003, PF1004, PF1005, PF1006, PF1007, PF1008, PF1010, PF1011, PF1012, PF1013, PF1015, PF1016;MI10,MI33,MI40,MI33,MI33,MI33,MI33,MI40,MI33,MI02,MI33,MI40
27002176;CA;PF1004, PF1005, PF1006, PF1007, PF1008;MI22,MI33,MI02,MI01,MI01
27002177;CA;PF1005, PF1006, PF1007, PF1008, PF1010, PF1011, PF1012, PF1013, PF1015, PF1016, PF1017, PF1018, PF1019, PF0192, PF0227;MI40,MI33,MI01,MI33,MI22,MI33,MI33,MI33,MI33,MI40,MI33,MI33,MI33,MI01,MI33
27002178;CA;PF1006, PF1007, PF1008, PF1010, PF1011, PF1012, PF1013, PF1015, PF1016, PF1017, PF1018;MI02,MI01,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI10
27002179;CA;PF1007, PF1008, PF1010, PF1011, PF1012, PF1013, PF1015, PF1016, PF1017;MI33,MI01,MI22,MI40,MI33,MI02,MI04,MI40,MI02
27002180;CA;PF1008, PF1010, PF1011, PF1012, PF1013, PF1015, PF1016, PF1017, PF1018, PF1019, PF0192, PF0227, PF0245, PF0288, PF0301, PF0308, PF0360, PF0361, PF0413, PF0415, PF0483, PF0488, PF0524;MI01,MI22,MI33,MI10,MI02,MI33,MI40,MI33,MI10,MI22,MI01,MI33,MI33,MI33,MI01,MI01,MI01,MI33,MI33,MI33,MI33,MI33,MI01
27002181;CA;PF1010, PF1011, PF1012, PF1013, PF1015, PF1016, PF1017, PF1018, PF1019, PF0192;MI22,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI01
27002182;CA;PF1011, PF1012, PF1013, PF1015, PF1016, PF1017, PF1018, PF1019, PF0192, PF0227, PF0245, PF0288, PF0301, PF0308, PF0360, PF0361, PF0413, PF0415, PF0483, PF0488, PF0524, PF0526, PF0530, PF0533, PF0582;MI40,MI10,MI02,MI04,MI33,MI02,MI10,MI22,MI01,MI33,MI01,MI33,MI33,MI33,MI01,MI01,MI01,MI33,MI01,MI33,MI33,MI01,MI01,MI01,MI01
27002183;CA;PF1012, PF1013, PF1015, PF1016, PF1017, PF1018, PF1019, PF0192, PF0227, PF0245, PF0288, PF0301, PF0308, PF0360, PF0361, PF0413, PF0415, PF0483, PF0488, PF0524, PF0526, PF0530, PF0533;MI10,MI02,MI33,MI40,MI33,MI10,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI33,MI01,MI33,MI01,MI01,MI01,MI01,MI33,MI01,MI01
27002184;CA;PF1013, PF1015, PF1016, PF1017, PF1018, PF1019, PF0192, PF0227, PF0245, PF0288, PF0301, PF0308, PF0360, PF0361, PF0413, PF0415, PF0483, PF0488, PF0524, PF0526, PF0530, PF0533, PF0582, PF0584, PF0624, PF0686;MI02,MI04,MI40,MI02,MI10,MI33,MI33,MI33,MI01,MI33,MI33,MI33,MI01,MI01,MI33,MI01,MI01,MI33,MI01,MI01,MI33,MI01,MI01,MI01,MI01,MI01
27002185;CA;PF1015, PF1016, PF1017, PF1018, PF1019, PF0192, PF0227, PF0245, PF0288, PF0301, PF0308, PF0360, PF0361, PF0413, PF0415, PF0483, PF0488, PF0524, PF0526, PF0530, PF0533;MI04,MI40,MI02,MI10,MI22,MI01,MI33,MI01,MI33,MI01,MI01,MI01,MI01,MI33,MI33,MI33,MI33,MI01,MI01,MI01,MI01
27002186;CA;PF1016, PF1017, PF1018, PF1019, PF0192, PF0227, PF0245, PF0288, PF0301, PF0308, PF0360, PF0361, PF0413, PF0415, PF0483, PF0488, PF0524, PF0526, PF0530, PF0533, PF0582, PF0584, PF0624, PF0686;MI40,MI02,MI10,MI22,MI33,MI33,MI01,MI33,MI33,MI33,MI01,MI01,MI33,MI33,MI01,MI33,MI33,MI01,MI01,MI01,MI01,MI01,MI01,MI01
