doco;dcto;nb_pf;nb_pf_ibstkt_m;sqalph;SDADDJ;SDTRDJ;SDNXTR;error_type
27002307;CA;23;1;SOCIETE TAHA DISTRIBUTION DE SUD;;;;ITEM_BRANCH_RECORDS
27002308;CA;24;18;STE AL AKREM DE COMM ET DISTRI EN GROS;;;;ITEM_BRANCH_RECORDS
27002309;CA;20;0;STE BECHIR ETTAIEB DE COMMERCE;;;;ITEM_BRANCH_RECORDS
27002310;CA;13;1;SUDMILK;;;;ITEM_BRANCH_RECORDS
27002311;CA;14;13;STE HEDI JELASSI DISTRIBUTION NORD;;;;ITEM_BRANCH_RECORDS
27002312;CA;5;3;SOCIETE IDEAL DISTRIBUTION SFAX;;;;ITEM_BRANCH_RECORDS
27002313;CA;11;4;SOCIETE EL HOUDA DISTRIBUTION;;;;ITEM_BRANCH_RECORDS
27002314;CA;2;0;ARMES COM;;;;ITEM_BRANCH_RECORDS
27002315;CA;2;0;SOCIETE TAHA DISTRIBUTION DE SUD;;;;ITEM_BRANCH_RECORDS
27002316;CA;16;8;STE AL AKREM DE COMM ET DISTRI EN GROS;;;;ITEM_BRANCH_RECORDS
27002317;CA;12;10;STE BECHIR ETTAIEB DE COMMERCE;;;;ITEM_BRANCH_RECORDS
27002318;CA;3;2;SUDMILK;;;;ITEM_BRANCH_RECORDS
27002319;CA;28;20;STE HEDI JELASSI DISTRIBUTION NORD;;;;ITEM_BRANCH_RECORDS
27002320;CA;30;19;SOCIETE IDEAL DISTRIBUTION SFAX;;;;ITEM_BRANCH_RECORDS
27002321;CA;23;6;SOCIETE EL HOUDA DISTRIBUTION;;;;ITEM_BRANCH_RECORDS
27002322;CA;16;0;ARMES COM;;;;ITEM_BRANCH_RECORDS
27002323;CA;20;9;SOCIETE TAHA DISTRIBUTION DE SUD;;;;ITEM_BRANCH_RECORDS
27002324;CA;3;0;STE AL AKREM DE COMM ET DISTRI EN GROS;;;;ITEM_BRANCH_RECORDS
27002325;CA;8;4;STE BECHIR ETTAIEB DE COMMERCE;;;;ITEM_BRANCH_RECORDS
27002326;CA;5;4;SUDMILK;;;;ITEM_BRANCH_RECORDS
27002327;CA;12;6;STE HEDI JELASSI DISTRIBUTION NORD;;;;ITEM_BRANCH_RECORDS
27002328;CA;10;0;SOCIETE IDEAL DISTRIBUTION SFAX;;;;ITEM_BRANCH_RECORDS
27002329;CA;5;3;SOCIETE EL HOUDA DISTRIBUTION;;;;ITEM_BRANCH_RECORDS
27002330;CA;18;7;ARMES COM;;;;ITEM_BRANCH_RECORDS
27002331;CA;26;9;SOCIETE TAHA DISTRIBUTION DE SUD;;;;ITEM_BRANCH_RECORDS
27002332;CA;20;8;STE AL AKREM DE COMM ET DISTRI EN GROS;;;;ITEM_BRANCH_RECORDS
27002333;CA;18;17;STE BECHIR ETTAIEB DE COMMERCE;;;;ITEM_BRANCH_RECORDS
27002334;CA;2;1;SUDMILK;;;;ITEM_BRANCH_RECORDS
27002335;CA;11;0;STE HEDI JELASSI DISTRIBUTION NORD;;;;ITEM_BRANCH_RECORDS
27002336;CA;20;13;SOCIETE IDEAL DISTRIBUTION SFAX;;;;ITEM_BRANCH_RECORDS
27002337;CA;19;14;SOCIETE EL HOUDA DISTRIBUTION;;;;ITEM_BRANCH_RECORDS
27002338;CA;3;2;ARMES COM;;;;ITEM_BRANCH_RECORDS
27002339;CA;18;10;SOCIETE TAHA DISTRIBUTION DE SUD;;;;ITEM_BRANCH_RECORDS
27002340;CA;21;14;STE AL AKREM DE COMM ET DISTRI EN GROS;;;;ITEM_BRANCH_RECORDS
27002341;CA;20;2;STE BECHIR ETTAIEB DE COMMERCE;;;;ITEM_BRANCH_RECORDS
27002342;CA;26;8;SUDMILK;;;;ITEM_BRANCH_RECORDS
27002343;CA;23;14;STE HEDI JELASSI DISTRIBUTION NORD;;;;ITEM_BRANCH_RECORDS
27002344;CA;6;4;SOCIETE IDEAL DISTRIBUTION SFAX;;;;ITEM_BRANCH_RECORDS
27002345;CA;14;11;SOCIETE EL HOUDA DISTRIBUTION;;;;ITEM_BRANCH_RECORDS
27002346;CA;6;4;ARMES COM;;;;ITEM_BRANCH_RECORDS
27002347;CA;8;6;SOCIETE TAHA DISTRIBUTION DE SUD;;;;ITEM_BRANCH_RECORDS
27002348;CA;5;3;STE AL AKREM DE COMM ET DISTRI EN GROS;;;;ITEM_BRANCH_RECORDS
27002349;CA;6;3;STE BECHIR ETTAIEB DE COMMERCE;;;;ITEM_BRANCH_RECORDS
27002350;CA;9;6;SUDMILK;;;;ITEM_BRANCH_RECORDS
27002351;CA;17;10;STE HEDI JELASSI DISTRIBUTION NORD;;;;ITEM_BRANCH_RECORDS
27002352;CA;18;2;SOCIETE IDEAL DISTRIBUTION SFAX;;;;ITEM_BRANCH_RECORDS
27002353;CA;25;6;SOCIETE EL HOUDA DISTRIBUTION;;;;ITEM_BRANCH_RECORDS
27002354;CA;5;3;ARMES COM;;;;ITEM_BRANCH_RECORDS
27002355;CA;29;23;SOCIETE TAHA DISTRIBUTION DE SUD;;;;ITEM_BRANCH_RECORDS
27002356;CA;11;0;STE AL AKREM DE COMM ET DISTRI EN GROS;;;;ITEM_BRANCH_RECORDS
27002357;CA;27;15;STE BECHIR ETTAIEB DE COMMERCE;;;;ITEM_BRANCH_RECORDS
27002358;CA;16;6;SUDMILK;;;;ITEM_BRANCH_RECORDS
27002359;CA;18;5;STE HEDI JELASSI DISTRIBUTION NORD;;;;ITEM_BRANCH_RECORDS
27002360;CA;19;18;SOCIETE IDEAL DISTRIBUTION SFAX;;;;ITEM_BRANCH_RECORDS
27002361;CA;12;7;SOCIETE EL HOUDA DISTRIBUTION;;;;ITEM_BRANCH_RECORDS
27002362;CA;26;8;ARMES COM;;;;ITEM_BRANCH_RECORDS
27002363;CA;24;2;SOCIETE TAHA DISTRIBUTION DE SUD;;;;ITEM_BRANCH_RECORDS
27002364;CA;14;2;STE AL AKREM DE COMM ET DISTRI EN GROS;;;;ITEM_BRANCH_RECORDS
27002365;CA;26;15;STE BECHIR ETTAIEB DE COMMERCE;;;;ITEM_BRANCH_RECORDS
27002366;CA;11;7;SUDMILK;;;;ITEM_BRANCH_RECORDS
27002367;CA;25;2;STE HEDI JELASSI DISTRIBUTION NORD;;;;ITEM_BRANCH_RECORDS
27002368;CA;8;5;SOCIETE IDEAL DISTRIBUTION SFAX;;;;ITEM_BRANCH_RECORDS
27002369;CA;26;13;SOCIETE EL HOUDA DISTRIBUTION;;;;ITEM_BRANCH_RECORDS
27002370;CA;11;7;ARMES COM;;;;ITEM_BRANCH_RECORDS
27002371;CA;14;7;SOCIETE TAHA DISTRIBUTION DE SUD;;;;ITEM_BRANCH_RECORDS
27002372;CA;24;22;STE AL AKREM DE COMM ET DISTRI EN GROS;;;;ITEM_BRANCH_RECORDS
27002373;CA;11;4;STE BECHIR ETTAIEB DE COMMERCE;;;;ITEM_BRANCH_RECORDS
27002374;CA;2;0;SUDMILK;;;;ITEM_BRANCH_RECORDS
27002375;CA;11;8;STE HEDI JELASSI DISTRIBUTION NORD;;;;ITEM_BRANCH_RECORDS
27002376;CA;3;2;SOCIETE IDEAL DISTRIBUTION SFAX;;;;ITEM_BRANCH_RECORDS
27002377;CA;6;0;SOCIETE EL HOUDA DISTRIBUTION;;;;ITEM_BRANCH_RECORDS
27002378;CA;25;23;ARMES COM;;;;ITEM_BRANCH_RECORDS
27002379;CA;15;0;SOCIETE TAHA DISTRIBUTION DE SUD;;;;ITEM_BRANCH_RECORDS
27002380;CA;25;11;STE AL AKREM DE COMM ET DISTRI EN GROS;;;;ITEM_BRANCH_RECORDS
27002381;CA;11;7;STE BECHIR ETTAIEB DE COMMERCE;;;;ITEM_BRANCH_RECORDS
27002382;CA;5;4;SUDMILK;;;;ITEM_BRANCH_RECORDS
27002383;CA;23;6;STE HEDI JELASSI DISTRIBUTION NORD;;;;ITEM_BRANCH_RECORDS
27002384;CA;12;1;SOCIETE IDEAL DISTRIBUTION SFAX;;;;ITEM_BRANCH_RECORDS
27002385;CA;7;1;SOCIETE EL HOUDA DISTRIBUTION;;;;ITEM_BRANCH_RECORDS
27002386;CA;5;2;ARMES COM;;;;ITEM_BRANCH_RECORDS
27002387;CA;20;14;SOCIETE TAHA DISTRIBUTION DE SUD;;;;ITEM_BRANCH_RECORDS
27002388;CA;16;13;STE AL AKREM DE COMM ET DISTRI EN GROS;;;;ITEM_BRANCH_RECORDS
27002389;CA;12;5;STE BECHIR ETTAIEB DE COMMERCE;;;;ITEM_BRANCH_RECORDS
27002390;CA;28;3;SUDMILK;;;;ITEM_BRANCH_RECORDS
27002391;CA;14;0;STE HEDI JELASSI DISTRIBUTION NORD;;;;ITEM_BRANCH_RECORDS
27002392;CA;2;1;SOCIETE IDEAL DISTRIBUTION SFAX;;;;ITEM_BRANCH_RECORDS
27002393;CA;8;7;SOCIETE EL HOUDA DISTRIBUTION;;;;ITEM_BRANCH_RECORDS
27002394;CA;17;16;ARMES COM;;;;ITEM_BRANCH_RECORDS
27002395;CA;29;4;SOCIETE TAHA DISTRIBUTION DE SUD;;;;ITEM_BRANCH_RECORDS
27002396;CA;21;0;STE AL AKREM DE COMM ET DISTRI EN GROS;;;;ITEM_BRANCH_RECORDS
27002397;CA;2;0;STE BECHIR ETTAIEB DE COMMERCE;;;;ITEM_BRANCH_RECORDS
27002398;CA;30;3;SUDMILK;;;;ITEM_BRANCH_RECORDS
27002399;CA;29;28;STE HEDI JELASSI DISTRIBUTION NORD;;;;ITEM_BRANCH_RECORDS
27002400;CA;12;2;SOCIETE IDEAL DISTRIBUTION SFAX;;;;ITEM_BRANCH_RECORDS
27002401;CA;29;19;SOCIETE EL HOUDA DISTRIBUTION;;;;ITEM_BRANCH_RECORDS
27002402;CA;17;16;ARMES COM;;;;ITEM_BRANCH_RECORDS
27002403;CA;17;9;SOCIETE TAHA DISTRIBUTION DE SUD;;;;ITEM_BRANCH_RECORDS
27002404;CA;6;1;STE AL AKREM DE COMM ET DISTRI EN GROS;;;;ITEM_BRANCH_RECORDS
27002405;CA;8;2;STE BECHIR ETTAIEB DE COMMERCE;;;;ITEM_BRANCH_RECORDS
27002406;CA;3;0;SUDMILK;;;;ITEM_BRANCH_RECORDS
27002407;CA;2;0;STE HEDI JELASSI DISTRIBUTION NORD;;;;ITEM_BRANCH_RECORDS
27002408;CA;3;1;SOCIETE IDEAL DISTRIBUTION SFAX;;;;ITEM_BRANCH_RECORDS
27002409;CA;25;9;SOCIETE EL HOUDA DISTRIBUTION;;;;ITEM_BRANCH_RECORDS
27002410;CA;24;4;ARMES COM;;;;ITEM_BRANCH_RECORDS
27002411;CA;29;2;SOCIETE TAHA DISTRIBUTION DE SUD;;;;ITEM_BRANCH_RECORDS
27002412;CA;9;6;STE AL AKREM DE COMM ET DISTRI EN GROS;;;;ITEM_BRANCH_RECORDS
27002413;CA;23;2;STE BECHIR ETTAIEB DE COMMERCE;;;;ITEM_BRANCH_RECORDS
27002414;CA;9;4;SUDMILK;;;;ITEM_BRANCH_RECORDS
27002415;CA;25;3;STE HEDI JELASSI DISTRIBUTION NORD;;;;ITEM_BRANCH_RECORDS
27002416;CA;14;2;SOCIETE IDEAL DISTRIBUTION SFAX;;;;ITEM_BRANCH_RECORDS
27002417;CA;26;10;SOCIETE EL HOUDA DISTRIBUTION;;;;ITEM_BRANCH_RECORDS
27002418;CA;10;5;ARMES COM;;;;ITEM_BRANCH_RECORDS
27002419;CA;14;2;SOCIETE TAHA DISTRIBUTION DE SUD;;;;ITEM_BRANCH_RECORDS
27002420;CA;26;7;STE AL AKREM DE COMM ET DISTRI EN GROS;;;;ITEM_BRANCH_RECORDS
27002421;CA;17;0;STE BECHIR ETTAIEB DE COMMERCE;;;;ITEM_BRANCH_RECORDS
27002422;CA;29;7;SUDMILK;;;;ITEM_BRANCH_RECORDS
27002423;CA;4;1;STE HEDI JELASSI DISTRIBUTION NORD;;;;ITEM_BRANCH_RECORDS
27002424;CA;22;14;SOCIETE IDEAL DISTRIBUTION SFAX;;;;ITEM_BRANCH_RECORDS
27002425;CA;14;9;SOCIETE EL HOUDA DISTRIBUTION;;;;ITEM_BRANCH_RECORDS
27002426;CA;11;1;ARMES COM;;;;ITEM_BRANCH_RECORDS
27002427;CA;17;3;SOCIETE TAHA DISTRIBUTION DE SUD;;;;ITEM_BRANCH_RECORDS
27002428;CA;4;1;STE AL AKREM DE COMM ET DISTRI EN GROS;;;;ITEM_BRANCH_RECORDS
27002429;CA;21;4;STE BECHIR ETTAIEB DE COMMERCE;;;;ITEM_BRANCH_RECORDS
27002430;CA;2;0;SUDMILK;;;;ITEM_BRANCH_RECORDS
27002431;CA;28;7;STE HEDI JELASSI DISTRIBUTION NORD;;;;ITEM_BRANCH_RECORDS
27002432;CA;3;2;SOCIETE IDEAL DISTRIBUTION SFAX;;;;ITEM_BRANCH_RECORDS
27002433;CA;2;0;SOCIETE EL HOUDA DISTRIBUTION;;;;ITEM_BRANCH_RECORDS
27002434;CA;20;18;ARMES COM;;;;ITEM_BRANCH_RECORDS
27002435;CA;26;13;SOCIETE TAHA DISTRIBUTION DE SUD;;;;ITEM_BRANCH_RECORDS
27002436;CA;4;1;STE AL AKREM DE COMM ET DISTRI EN GROS;;;;ITEM_BRANCH_RECORDS
27002437;CA;8;7;STE BECHIR ETTAIEB DE COMMERCE;;;;ITEM_BRANCH_RECORDS
27002438;CA;24;16;SUDMILK;;;;ITEM_BRANCH_RECORDS
27002439;CA;24;8;STE HEDI JELASSI DISTRIBUTION NORD;;;;ITEM_BRANCH_RECORDS
27002440;CA;19;4;SOCIETE IDEAL DISTRIBUTION SFAX;;;;ITEM_BRANCH_RECORDS
27002441;CA;28;27;SOCIETE EL HOUDA DISTRIBUTION;;;;ITEM_BRANCH_RECORDS
27002442;CA;27;4;ARMES COM;;;;ITEM_BRANCH_RECORDS
27002443;CA;24;17;SOCIETE TAHA DISTRIBUTION DE SUD;;;;ITEM_BRANCH_RECORDS
27002444;CA;23;14;STE AL AKREM DE COMM ET DISTRI EN GROS;;;;ITEM_BRANCH_RECORDS
27002445;CA;6;1;STE BECHIR ETTAIEB DE COMMERCE;;;;ITEM_BRANCH_RECORDS
27002446;CA;7;6;SUDMILK;;;;ITEM_BRANCH_RECORDS
27002447;CA;3;0;STE HEDI JELASSI DISTRIBUTION NORD;;;;ITEM_BRANCH_RECORDS
27002448;CA;26;1;SOCIETE IDEAL DISTRIBUTION SFAX;;;;ITEM_BRANCH_RECORDS
27002449;CA;22;13;SOCIETE EL HOUDA DISTRIBUTION;;;;ITEM_BRANCH_RECORDS
27002450;CA;29;27;ARMES COM;;;;ITEM_BRANCH_RECORDS
27002451;CA;27;26;SOCIETE TAHA DISTRIBUTION DE SUD;;;;ITEM_BRANCH_RECORDS
27002452;CA;3;1;STE AL AKREM DE COMM ET DISTRI EN GROS;;;;ITEM_BRANCH_RECORDS
27002453;CA;14;2;STE BECHIR ETTAIEB DE COMMERCE;;;;ITEM_BRANCH_RECORDS
27002454;CA;23;20;SUDMILK;;;;ITEM_BRANCH_RECORDS
27002455;CA;28;7;STE HEDI JELASSI DISTRIBUTION NORD;;;;ITEM_BRANCH_RECORDS
27002456;CA;21;8;SOCIETE IDEAL DISTRIBUTION SFAX;;;;ITEM_BRANCH_RECORDS
27002457;CA;22;17;SOCIETE EL HOUDA DISTRIBUTION;;;;ITEM_BRANCH_RECORDS
27002458;CA;21;16;ARMES COM;;;;ITEM_BRANCH_RECORDS
27002459;CA;27;0;SOCIETE TAHA DISTRIBUTION DE SUD;;;;ITEM_BRANCH_RECORDS
27002460;CA;3;1;STE AL AKREM DE COMM ET DISTRI EN GROS;;;;ITEM_BRANCH_RECORDS
27002461;CA;14;6;STE BECHIR ETTAIEB DE COMMERCE;;;;ITEM_BRANCH_RECORDS
27002462;CA;28;11;SUDMILK;;;;ITEM_BRANCH_RECORDS
27002463;CA;30;19;STE HEDI JELASSI DISTRIBUTION NORD;;;;ITEM_BRANCH_RECORDS
27002464;CA;14;2;SOCIETE IDEAL DISTRIBUTION SFAX;;;;ITEM_BRANCH_RECORDS
27002465;CA;4;2;SOCIETE EL HOUDA DISTRIBUTION;;;;ITEM_BRANCH_RECORDS
27002466;CA;20;1;ARMES COM;;;;ITEM_BRANCH_RECORDS
27002467;CA;18;16;SOCIETE TAHA DISTRIBUTION DE SUD;;;;ITEM_BRANCH_RECORDS
27002468;CA;22;21;STE AL AKREM DE COMM ET DISTRI EN GROS;;;;ITEM_BRANCH_RECORDS
27002469;CA;3;2;STE BECHIR ETTAIEB DE COMMERCE;;;;ITEM_BRANCH_RECORDS
27002470;CA;17;4;SUDMILK;;;;ITEM_BRANCH_RECORDS
27002471;CA;28;4;STE HEDI JELASSI DISTRIBUTION NORD;;;;ITEM_BRANCH_RECORDS
27002472;CA;21;16;SOCIETE IDEAL DISTRIBUTION SFAX;;;;ITEM_BRANCH_RECORDS
27002473;CA;2;0;SOCIETE EL HOUDA DISTRIBUTION;;;;ITEM_BRANCH_RECORDS
27002474;CA;18;0;ARMES COM;;;;ITEM_BRANCH_RECORDS
27002475;CA;12;6;SOCIETE TAHA DISTRIBUTION DE SUD;;;;ITEM_BRANCH_RECORDS
27002476;CA;22;17;STE AL AKREM DE COMM ET DISTRI EN GROS;;;;ITEM_BRANCH_RECORDS
27002477;CA;4;1;STE BECHIR ETTAIEB DE COMMERCE;;;;ITEM_BRANCH_RECORDS
27002478;CA;30;19;SUDMILK;;;;ITEM_BRANCH_RECORDS
27002479;CA;9;7;STE HEDI JELASSI DISTRIBUTION NORD;;;;ITEM_BRANCH_RECORDS
27002480;CA;23;15;SOCIETE IDEAL DISTRIBUTION SFAX;;;;ITEM_BRANCH_RECORDS
27002481;CA;22;11;SOCIETE EL HOUDA DISTRIBUTION;;;;ITEM_BRANCH_RECORDS
27002482;CA;21;18;ARMES COM;;;;ITEM_BRANCH_RECORDS
27002483;CA;19;14;SOCIETE TAHA DISTRIBUTION DE SUD;;;;ITEM_BRANCH_RECORDS
27002484;CA;8;7;STE AL AKREM DE COMM ET DISTRI EN GROS;;;;ITEM_BRANCH_RECORDS
27002485;CA;5;3;STE BECHIR ETTAIEB DE COMMERCE;;;;ITEM_BRANCH_RECORDS
27002486;CA;4;2;SUDMILK;;;;ITEM_BRANCH_RECORDS
27002487;CA;3;1;STE HEDI JELASSI DISTRIBUTION NORD;;;;ITEM_BRANCH_RECORDS
27002488;CA;2;0;SOCIETE IDEAL DISTRIBUTION SFAX;;;;ITEM_BRANCH_RECORDS
27002489;CA;2;1;SOCIETE EL HOUDA DISTRIBUTION;;;;ITEM_BRANCH_RECORDS
27002490;CA;10;5;ARMES COM;;;;ITEM_BRANCH_RECORDS
27002491;CA;21;9;SOCIETE TAHA DISTRIBUTION DE SUD;;;;ITEM_BRANCH_RECORDS
27002492;CA;21;17;STE AL AKREM DE COMM ET DISTRI EN GROS;;;;ITEM_BRANCH_RECORDS
27002493;CA;29;20;STE BECHIR ETTAIEB DE COMMERCE;;;;ITEM_BRANCH_RECORDS
27002494;CA;17;14;SUDMILK;;;;ITEM_BRANCH_RECORDS
27002495;CA;16;14;STE HEDI JELASSI DISTRIBUTION NORD;;;;ITEM_BRANCH_RECORDS
27002496;CA;30;22;SOCIETE IDEAL DISTRIBUTION SFAX;;;;ITEM_BRANCH_RECORDS
27002497;CA;3;1;SOCIETE EL HOUDA DISTRIBUTION;;;;ITEM_BRANCH_RECORDS
27002498;CA;4;2;ARMES COM;;;;ITEM_BRANCH_RECORDS
27002499;CA;19;11;SOCIETE TAHA DISTRIBUTION DE SUD;;;;ITEM_BRANCH_RECORDS
27002500;CA;29;5;STE AL AKREM DE COMM ET DISTRI EN GROS;;;;ITEM_BRANCH_RECORDS
27002501;CA;11;7;STE BECHIR ETTAIEB DE COMMERCE;;;;ITEM_BRANCH_RECORDS
27002502;CA;10;7;SUDMILK;;;;ITEM_BRANCH_RECORDS
27002503;CA;9;0;STE HEDI JELASSI DISTRIBUTION NORD;;;;ITEM_BRANCH_RECORDS
27002504;CA;19;2;SOCIETE IDEAL DISTRIBUTION SFAX;;;;ITEM_BRANCH_RECORDS
27002505;CA;7;1;SOCIETE EL HOUDA DISTRIBUTION;;;;ITEM_BRANCH_RECORDS
27002506;CA;16;7;ARMES COM;;;;ITEM_BRANCH_RECORDS
27002507;CA;11;0;SOCIETE TAHA DISTRIBUTION DE SUD;;;;ITEM_BRANCH_RECORDS
27002508;CA;19;13;STE AL AKREM DE COMM ET DISTRI EN GROS;;;;ITEM_BRANCH_RECORDS
27002509;CA;18;14;STE BECHIR ETTAIEB DE COMMERCE;;;;ITEM_BRANCH_RECORDS
27002510;CA;28;26;SUDMILK;;;;ITEM_BRANCH_RECORDS
27002511;CA;7;0;STE HEDI JELASSI DISTRIBUTION NORD;;;;ITEM_BRANCH_RECORDS
27002512;CA;30;1;SOCIETE IDEAL DISTRIBUTION SFAX;;;;ITEM_BRANCH_RECORDS
27002513;CA;20;11;SOCIETE EL HOUDA DISTRIBUTION;;;;ITEM_BRANCH_RECORDS
27002514;CA;22;21;ARMES COM;;;;ITEM_BRANCH_RECORDS
27002515;CA;9;3;SOCIETE TAHA DISTRIBUTION DE SUD;;;;ITEM_BRANCH_RECORDS
27002516;CA;26;3;STE AL AKREM DE COMM ET DISTRI EN GROS;;;;ITEM_BRANCH_RECORDS
27002517;CA;8;7;STE BECHIR ETTAIEB DE COMMERCE;;;;ITEM_BRANCH_RECORDS
27002518;CA;22;4;SUDMILK;;;;ITEM_BRANCH_RECORDS
27002519;CA;20;0;STE HEDI JELASSI DISTRIBUTION NORD;;;;ITEM_BRANCH_RECORDS
27002520;CA;6;0;SOCIETE IDEAL DISTRIBUTION SFAX;;;;ITEM_BRANCH_RECORDS
27002521;CA;26;4;SOCIETE EL HOUDA DISTRIBUTION;;;;ITEM_BRANCH_RECORDS
27002522;CA;11;9;ARMES COM;;;;ITEM_BRANCH_RECORDS
27002523;CA;12;6;SOCIETE TAHA DISTRIBUTION DE SUD;;;;ITEM_BRANCH_RECORDS
27002524;CA;25;9;STE AL AKREM DE COMM ET DISTRI EN GROS;;;;ITEM_BRANCH_RECORDS
27002525;CA;14;4;STE BECHIR ETTAIEB DE COMMERCE;;;;ITEM_BRANCH_RECORDS
27002526;CA;28;0;SUDMILK;;;;ITEM_BRANCH_RECORDS
27002527;CA;17;16;STE HEDI JELASSI DISTRIBUTION NORD;;;;ITEM_BRANCH_RECORDS
27002528;CA;11;5;SOCIETE IDEAL DISTRIBUTION SFAX;;;;ITEM_BRANCH_RECORDS
27002529;CA;4;1;SOCIETE EL HOUDA DISTRIBUTION;;;;ITEM_BRANCH_RECORDS
27002530;CA;30;1;ARMES COM;;;;ITEM_BRANCH_RECORDS
27002531;CA;20;9;SOCIETE TAHA DISTRIBUTION DE SUD;;;;ITEM_BRANCH_RECORDS
27002532;CA;27;22;STE AL AKREM DE COMM ET DISTRI EN GROS;;;;ITEM_BRANCH_RECORDS
27002533;CA;22;5;STE BECHIR ETTAIEB DE COMMERCE;;;;ITEM_BRANCH_RECORDS
27002534;CA;29;11;SUDMILK;;;;ITEM_BRANCH_RECORDS
27002535;CA;9;5;STE HEDI JELASSI DISTRIBUTION NORD;;;;ITEM_BRANCH_RECORDS
27002536;CA;14;9;SOCIETE IDEAL DISTRIBUTION SFAX;;;;ITEM_BRANCH_RECORDS
27002537;CA;29;2;SOCIETE EL HOUDA DISTRIBUTION;;;;ITEM_BRANCH_RECORDS
27002538;CA;10;7;ARMES COM;;;;ITEM_BRANCH_RECORDS
27002539;CA;26;23;SOCIETE TAHA DISTRIBUTION DE SUD;;;;ITEM_BRANCH_RECORDS
27002540;CA;21;4;STE AL AKREM DE COMM ET DISTRI EN GROS;;;;ITEM_BRANCH_RECORDS
27002541;CA;9;2;STE BECHIR ETTAIEB DE COMMERCE;;;;ITEM_BRANCH_RECORDS
27002542;CA;19;3;SUDMILK;;;;ITEM_BRANCH_RECORDS
27002543;CA;29;3;STE HEDI JELASSI DISTRIBUTION NORD;;;;ITEM_BRANCH_RECORDS
27002544;CA;21;10;SOCIETE IDEAL DISTRIBUTION SFAX;;;;ITEM_BRANCH_RECORDS
27002545;CA;20;4;SOCIETE EL HOUDA DISTRIBUTION;;;;ITEM_BRANCH_RECORDS
27002546;CA;6;0;ARMES COM;;;;ITEM_BRANCH_RECORDS
27002547;CA;30;20;SOCIETE TAHA DISTRIBUTION DE SUD;;;;ITEM_BRANCH_RECORDS
27002548;CA;2;1;STE AL AKREM DE COMM ET DISTRI EN GROS;;;;ITEM_BRANCH_RECORDS
27002549;CA;30;6;STE BECHIR ETTAIEB DE COMMERCE;;;;ITEM_BRANCH_RECORDS
27002550;CA;12;10;SUDMILK;;;;ITEM_BRANCH_RECORDS
27002551;CA;23;22;STE HEDI JELASSI DISTRIBUTION NORD;;;;ITEM_BRANCH_RECORDS
27002552;CA;2;1;SOCIETE IDEAL DISTRIBUTION SFAX;;;;ITEM_BRANCH_RECORDS
27002553;CA;27;18;SOCIETE EL HOUDA DISTRIBUTION;;;;ITEM_BRANCH_RECORDS
27002554;CA;20;3;ARMES COM;;;;ITEM_BRANCH_RECORDS
27002555;CA;14;1;SOCIETE TAHA DISTRIBUTION DE SUD;;;;ITEM_BRANCH_RECORDS
27002556;CA;20;5;STE AL AKREM DE COMM ET DISTRI EN GROS;;;;ITEM_BRANCH_RECORDS
27002557;CA;16;1;STE BECHIR ETTAIEB DE COMMERCE;;;;ITEM_BRANCH_RECORDS
27002558;CA;4;3;SUDMILK;;;;ITEM_BRANCH_RECORDS
27002559;CA;3;1;STE HEDI JELASSI DISTRIBUTION NORD;;;;ITEM_BRANCH_RECORDS
27002560;CA;22;15;SOCIETE IDEAL DISTRIBUTION SFAX;;;;ITEM_BRANCH_RECORDS
27002561;CA;23;22;SOCIETE EL HOUDA DISTRIBUTION;;;;ITEM_BRANCH_RECORDS
27002562;CA;12;1;ARMES COM;;;;ITEM_BRANCH_RECORDS
27002563;CA;26;7;SOCIETE TAHA DISTRIBUTION DE SUD;;;;ITEM_BRANCH_RECORDS
27002564;CA;29;19;STE AL AKREM DE COMM ET DISTRI EN GROS;;;;ITEM_BRANCH_RECORDS
27002565;CA;15;12;STE BECHIR ETTAIEB DE COMMERCE;;;;ITEM_BRANCH_RECORDS
27002566;CA;29;12;SUDMILK;;;;ITEM_BRANCH_RECORDS
27002567;CA;27;25;STE HEDI JELASSI DISTRIBUTION NORD;;;;ITEM_BRANCH_RECORDS
27002568;CA;28;2;SOCIETE IDEAL DISTRIBUTION SFAX;;;;ITEM_BRANCH_RECORDS
27002569;CA;21;20;SOCIETE EL HOUDA DISTRIBUTION;;;;ITEM_BRANCH_RECORDS
27002570;CA;13;11;ARMES COM;;;;ITEM_BRANCH_RECORDS
27002571;CA;9;1;SOCIETE TAHA DISTRIBUTION DE SUD;;;;ITEM_BRANCH_RECORDS
27002572;CA;5;1;STE AL AKREM DE COMM ET DISTRI EN GROS;;;;ITEM_BRANCH_RECORDS
27002573;CA;9;2;STE BECHIR ETTAIEB DE COMMERCE;;;;ITEM_BRANCH_RECORDS
27002574;CA;18;17;SUDMILK;;;;ITEM_BRANCH_RECORDS
27002575;CA;13;5;STE HEDI JELASSI DISTRIBUTION NORD;;;;ITEM_BRANCH_RECORDS
27002576;CA;14;3;SOCIETE IDEAL DISTRIBUTION SFAX;;;;ITEM_BRANCH_RECORDS
27002577;CA;8;5;SOCIETE EL HOUDA DISTRIBUTION;;;;ITEM_BRANCH_RECORDS
27002578;CA;26;8;ARMES COM;;;;ITEM_BRANCH_RECORDS
27002579;CA;13;2;SOCIETE TAHA DISTRIBUTION DE SUD;;;;ITEM_BRANCH_RECORDS
